'SV004619','NS038', 'HP030', 1, 2023, 'CTTT'
'SV002251','NS039', 'HP067', 1, 2025, 'CLC'
'SV004025','NS039', 'HP067', 1, 2025, 'CLC'
'SV000420','NS039', 'HP067', 1, 2025, 'CLC'
'SV003464','NS039', 'HP067', 1, 2025, 'CLC'
'SV007307','NS039', 'HP067', 1, 2025, 'CLC'
'SV002093','NS039', 'HP067', 1, 2025, 'CLC'
'SV004506','NS039', 'HP067', 1, 2025, 'CLC'
'SV001765','NS039', 'HP067', 1, 2025, 'CLC'
'SV006259','NS039', 'HP067', 1, 2025, 'CLC'
'SV002683','NS039', 'HP067', 1, 2025, 'CLC'
'SV007764','NS039', 'HP067', 1, 2025, 'CLC'
'SV007062','NS039', 'HP067', 1, 2025, 'CLC'
'SV007746','NS039', 'HP067', 1, 2025, 'CLC'
'SV003608','NS039', 'HP067', 1, 2025, 'CLC'
'SV007769','NS039', 'HP067', 1, 2025, 'CLC'
'SV002710','NS039', 'HP067', 1, 2025, 'CLC'
'SV002844','NS039', 'HP067', 1, 2025, 'CLC'
'SV000308','NS039', 'HP067', 1, 2025, 'CLC'
'SV006147','NS039', 'HP067', 1, 2025, 'CLC'
'SV004990','NS039', 'HP067', 1, 2025, 'CLC'
'SV001683','NS039', 'HP067', 1, 2025, 'CLC'
'SV002011','NS039', 'HP067', 1, 2025, 'CLC'
'SV004414','NS039', 'HP067', 1, 2025, 'CLC'
'SV003955','NS039', 'HP067', 1, 2025, 'CLC'
'SV005546','NS039', 'HP067', 1, 2025, 'CLC'
'SV007284','NS039', 'HP067', 1, 2025, 'CLC'
'SV007672','NS039', 'HP067', 1, 2025, 'CLC'
'SV003600','NS039', 'HP067', 1, 2025, 'CLC'
'SV004032','NS039', 'HP067', 1, 2025, 'CLC'
'SV002796','NS040', 'HP063', 3, 2024, 'CTTT'
'SV007172','NS040', 'HP063', 3, 2024, 'CTTT'
'SV006831','NS040', 'HP063', 3, 2024, 'CTTT'
'SV004236','NS040', 'HP063', 3, 2024, 'CTTT'
'SV007529','NS040', 'HP063', 3, 2024, 'CTTT'
'SV005499','NS040', 'HP063', 3, 2024, 'CTTT'
'SV000411','NS040', 'HP063', 3, 2024, 'CTTT'
'SV006519','NS040', 'HP063', 3, 2024, 'CTTT'
'SV004567','NS040', 'HP063', 3, 2024, 'CTTT'
'SV005913','NS040', 'HP063', 3, 2024, 'CTTT'
'SV005560','NS040', 'HP063', 3, 2024, 'CTTT'
'SV002527','NS040', 'HP063', 3, 2024, 'CTTT'
'SV001930','NS040', 'HP063', 3, 2024, 'CTTT'
'SV007807','NS040', 'HP063', 3, 2024, 'CTTT'
'SV000722','NS040', 'HP063', 3, 2024, 'CTTT'
'SV007559','NS040', 'HP063', 3, 2024, 'CTTT'
'SV003530','NS040', 'HP063', 3, 2024, 'CTTT'
'SV007938','NS040', 'HP063', 3, 2024, 'CTTT'
'SV006729','NS040', 'HP063', 3, 2024, 'CTTT'
'SV000436','NS040', 'HP063', 3, 2024, 'CTTT'
'SV004570','NS040', 'HP063', 3, 2024, 'CTTT'
'SV005397','NS040', 'HP063', 3, 2024, 'CTTT'
'SV005554','NS040', 'HP063', 3, 2024, 'CTTT'
'SV003649','NS040', 'HP063', 3, 2024, 'CTTT'
'SV006305','NS040', 'HP063', 3, 2024, 'CTTT'
'SV004698','NS040', 'HP063', 3, 2024, 'CTTT'
'SV001757','NS040', 'HP063', 3, 2024, 'CTTT'
'SV000478','NS040', 'HP063', 3, 2024, 'CTTT'
'SV003740','NS040', 'HP063', 3, 2024, 'CTTT'
'SV001491','NS040', 'HP063', 3, 2024, 'CTTT'
'SV005069','NS041', 'HP072', 2, 2025, 'VP'
'SV001507','NS041', 'HP072', 2, 2025, 'VP'
'SV002488','NS041', 'HP072', 2, 2025, 'VP'
'SV003446','NS041', 'HP072', 2, 2025, 'VP'
'SV001589','NS041', 'HP072', 2, 2025, 'VP'
'SV002688','NS041', 'HP072', 2, 2025, 'VP'
'SV003545','NS041', 'HP072', 2, 2025, 'VP'
'SV007182','NS041', 'HP072', 2, 2025, 'VP'
'SV004250','NS041', 'HP072', 2, 2025, 'VP'
'SV003311','NS041', 'HP072', 2, 2025, 'VP'
'SV006425','NS041', 'HP072', 2, 2025, 'VP'
'SV007641','NS041', 'HP072', 2, 2025, 'VP'
'SV006345','NS041', 'HP072', 2, 2025, 'VP'
'SV007637','NS041', 'HP072', 2, 2025, 'VP'
'SV003765','NS041', 'HP072', 2, 2025, 'VP'
'SV000499','NS041', 'HP072', 2, 2025, 'VP'
'SV005947','NS041', 'HP072', 2, 2025, 'VP'
'SV005028','NS041', 'HP072', 2, 2025, 'VP'
'SV002896','NS041', 'HP072', 2, 2025, 'VP'
'SV002591','NS041', 'HP072', 2, 2025, 'VP'
'SV004513','NS041', 'HP072', 2, 2025, 'VP'
'SV004722','NS041', 'HP072', 2, 2025, 'VP'
'SV002385','NS041', 'HP072', 2, 2025, 'VP'
'SV004192','NS041', 'HP072', 2, 2025, 'VP'
'SV000955','NS041', 'HP072', 2, 2025, 'VP'
'SV002572','NS041', 'HP072', 2, 2025, 'VP'
'SV000937','NS041', 'HP072', 2, 2025, 'VP'
'SV001351','NS041', 'HP072', 2, 2025, 'VP'
'SV001482','NS041', 'HP072', 2, 2025, 'VP'
'SV006759','NS041', 'HP072', 2, 2025, 'VP'
'SV001441','NS042', 'HP032', 3, 2021, 'CLC'
'SV005035','NS042', 'HP032', 3, 2021, 'CLC'
'SV000885','NS042', 'HP032', 3, 2021, 'CLC'
'SV007747','NS042', 'HP032', 3, 2021, 'CLC'
'SV006021','NS042', 'HP032', 3, 2021, 'CLC'
'SV006267','NS042', 'HP032', 3, 2021, 'CLC'
'SV004893','NS042', 'HP032', 3, 2021, 'CLC'
'SV003356','NS042', 'HP032', 3, 2021, 'CLC'
'SV000969','NS042', 'HP032', 3, 2021, 'CLC'
'SV001367','NS042', 'HP032', 3, 2021, 'CLC'
'SV002976','NS042', 'HP032', 3, 2021, 'CLC'
'SV002034','NS042', 'HP032', 3, 2021, 'CLC'
'SV007959','NS042', 'HP032', 3, 2021, 'CLC'
'SV002831','NS042', 'HP032', 3, 2021, 'CLC'
'SV005702','NS042', 'HP032', 3, 2021, 'CLC'
'SV006559','NS042', 'HP032', 3, 2021, 'CLC'
'SV000617','NS042', 'HP032', 3, 2021, 'CLC'
'SV003387','NS042', 'HP032', 3, 2021, 'CLC'
'SV004154','NS042', 'HP032', 3, 2021, 'CLC'
'SV002841','NS042', 'HP032', 3, 2021, 'CLC'
'SV005040','NS042', 'HP032', 3, 2021, 'CLC'
'SV001122','NS042', 'HP032', 3, 2021, 'CLC'
'SV001611','NS042', 'HP032', 3, 2021, 'CLC'
'SV005781','NS042', 'HP032', 3, 2021, 'CLC'
'SV005727','NS042', 'HP032', 3, 2021, 'CLC'
'SV001664','NS042', 'HP032', 3, 2021, 'CLC'
'SV002329','NS042', 'HP032', 3, 2021, 'CLC'
'SV005385','NS042', 'HP032', 3, 2021, 'CLC'
'SV002384','NS042', 'HP032', 3, 2021, 'CLC'
'SV006164','NS042', 'HP032', 3, 2021, 'CLC'
'SV005675','NS043', 'HP049', 1, 2021, 'VP'
'SV006475','NS043', 'HP049', 1, 2021, 'VP'
'SV003545','NS043', 'HP049', 1, 2021, 'VP'
'SV002309','NS043', 'HP049', 1, 2021, 'VP'
'SV004411','NS043', 'HP049', 1, 2021, 'VP'
'SV004304','NS043', 'HP049', 1, 2021, 'VP'
'SV006784','NS043', 'HP049', 1, 2021, 'VP'
'SV005194','NS043', 'HP049', 1, 2021, 'VP'
'SV004765','NS043', 'HP049', 1, 2021, 'VP'
'SV000481','NS043', 'HP049', 1, 2021, 'VP'
'SV002036','NS043', 'HP049', 1, 2021, 'VP'
'SV007258','NS043', 'HP049', 1, 2021, 'VP'
'SV002886','NS043', 'HP049', 1, 2021, 'VP'
'SV002942','NS043', 'HP049', 1, 2021, 'VP'
'SV005877','NS043', 'HP049', 1, 2021, 'VP'
'SV001678','NS043', 'HP049', 1, 2021, 'VP'
'SV003165','NS043', 'HP049', 1, 2021, 'VP'
'SV002729','NS043', 'HP049', 1, 2021, 'VP'
'SV001212','NS043', 'HP049', 1, 2021, 'VP'
'SV003599','NS043', 'HP049', 1, 2021, 'VP'
'SV001790','NS043', 'HP049', 1, 2021, 'VP'
'SV002695','NS043', 'HP049', 1, 2021, 'VP'
'SV000558','NS043', 'HP049', 1, 2021, 'VP'
'SV005341','NS043', 'HP049', 1, 2021, 'VP'
'SV002470','NS043', 'HP049', 1, 2021, 'VP'
'SV007403','NS043', 'HP049', 1, 2021, 'VP'
'SV004187','NS043', 'HP049', 1, 2021, 'VP'
'SV000516','NS043', 'HP049', 1, 2021, 'VP'
'SV001044','NS043', 'HP049', 1, 2021, 'VP'
'SV000102','NS043', 'HP049', 1, 2021, 'VP'
'SV001229','NS044', 'HP002', 3, 2024, 'VP'
'SV000977','NS044', 'HP002', 3, 2024, 'VP'
'SV001526','NS044', 'HP002', 3, 2024, 'VP'
'SV003145','NS044', 'HP002', 3, 2024, 'VP'
'SV005543','NS044', 'HP002', 3, 2024, 'VP'
'SV006714','NS044', 'HP002', 3, 2024, 'VP'
'SV005562','NS044', 'HP002', 3, 2024, 'VP'
'SV006729','NS044', 'HP002', 3, 2024, 'VP'
'SV007389','NS044', 'HP002', 3, 2024, 'VP'
'SV003319','NS044', 'HP002', 3, 2024, 'VP'
'SV006300','NS044', 'HP002', 3, 2024, 'VP'
'SV006299','NS044', 'HP002', 3, 2024, 'VP'
'SV001730','NS044', 'HP002', 3, 2024, 'VP'
'SV007160','NS044', 'HP002', 3, 2024, 'VP'
'SV002590','NS044', 'HP002', 3, 2024, 'VP'
'SV002191','NS044', 'HP002', 3, 2024, 'VP'
'SV001578','NS044', 'HP002', 3, 2024, 'VP'
'SV001836','NS044', 'HP002', 3, 2024, 'VP'
'SV002460','NS044', 'HP002', 3, 2024, 'VP'
'SV003436','NS044', 'HP002', 3, 2024, 'VP'
'SV004336','NS044', 'HP002', 3, 2024, 'VP'
'SV001190','NS044', 'HP002', 3, 2024, 'VP'
'SV004426','NS044', 'HP002', 3, 2024, 'VP'
'SV005660','NS044', 'HP002', 3, 2024, 'VP'
'SV003279','NS044', 'HP002', 3, 2024, 'VP'
'SV004586','NS044', 'HP002', 3, 2024, 'VP'
'SV004197','NS044', 'HP002', 3, 2024, 'VP'
'SV007402','NS044', 'HP002', 3, 2024, 'VP'
'SV000178','NS044', 'HP002', 3, 2024, 'VP'
'SV001961','NS044', 'HP002', 3, 2024, 'VP'
'SV003648','NS045', 'HP001', 3, 2024, 'CQ'
'SV002617','NS045', 'HP001', 3, 2024, 'CQ'
'SV002258','NS045', 'HP001', 3, 2024, 'CQ'
'SV001061','NS045', 'HP001', 3, 2024, 'CQ'
'SV005913','NS045', 'HP001', 3, 2024, 'CQ'
'SV007565','NS045', 'HP001', 3, 2024, 'CQ'
'SV006796','NS045', 'HP001', 3, 2024, 'CQ'
'SV002484','NS045', 'HP001', 3, 2024, 'CQ'
'SV001646','NS045', 'HP001', 3, 2024, 'CQ'
'SV007980','NS045', 'HP001', 3, 2024, 'CQ'
'SV007756','NS045', 'HP001', 3, 2024, 'CQ'
'SV002418','NS045', 'HP001', 3, 2024, 'CQ'
'SV000476','NS045', 'HP001', 3, 2024, 'CQ'
'SV005010','NS045', 'HP001', 3, 2024, 'CQ'
'SV002233','NS045', 'HP001', 3, 2024, 'CQ'
'SV001176','NS045', 'HP001', 3, 2024, 'CQ'
'SV007746','NS045', 'HP001', 3, 2024, 'CQ'
'SV005154','NS045', 'HP001', 3, 2024, 'CQ'
'SV001401','NS045', 'HP001', 3, 2024, 'CQ'
'SV006187','NS045', 'HP001', 3, 2024, 'CQ'
'SV003986','NS045', 'HP001', 3, 2024, 'CQ'
'SV004756','NS045', 'HP001', 3, 2024, 'CQ'
'SV000280','NS045', 'HP001', 3, 2024, 'CQ'
'SV006603','NS045', 'HP001', 3, 2024, 'CQ'
'SV001264','NS045', 'HP001', 3, 2024, 'CQ'
'SV000363','NS045', 'HP001', 3, 2024, 'CQ'
'SV001325','NS045', 'HP001', 3, 2024, 'CQ'
'SV007143','NS045', 'HP001', 3, 2024, 'CQ'
'SV005519','NS045', 'HP001', 3, 2024, 'CQ'
'SV000938','NS045', 'HP001', 3, 2024, 'CQ'
'SV005134','NS046', 'HP067', 1, 2023, 'CLC'
'SV003614','NS046', 'HP067', 1, 2023, 'CLC'
'SV007007','NS046', 'HP067', 1, 2023, 'CLC'
'SV001957','NS046', 'HP067', 1, 2023, 'CLC'
'SV002020','NS046', 'HP067', 1, 2023, 'CLC'
'SV001689','NS046', 'HP067', 1, 2023, 'CLC'
'SV001593','NS046', 'HP067', 1, 2023, 'CLC'
'SV006144','NS046', 'HP067', 1, 2023, 'CLC'
'SV004500','NS046', 'HP067', 1, 2023, 'CLC'
'SV006794','NS046', 'HP067', 1, 2023, 'CLC'
'SV004182','NS046', 'HP067', 1, 2023, 'CLC'
'SV003627','NS046', 'HP067', 1, 2023, 'CLC'
'SV004488','NS046', 'HP067', 1, 2023, 'CLC'
'SV004765','NS046', 'HP067', 1, 2023, 'CLC'
'SV002853','NS046', 'HP067', 1, 2023, 'CLC'
'SV001361','NS046', 'HP067', 1, 2023, 'CLC'
'SV001160','NS046', 'HP067', 1, 2023, 'CLC'
'SV002571','NS046', 'HP067', 1, 2023, 'CLC'
'SV006842','NS046', 'HP067', 1, 2023, 'CLC'
'SV004606','NS046', 'HP067', 1, 2023, 'CLC'
'SV003148','NS046', 'HP067', 1, 2023, 'CLC'
'SV007785','NS046', 'HP067', 1, 2023, 'CLC'
'SV007475','NS046', 'HP067', 1, 2023, 'CLC'
'SV005387','NS046', 'HP067', 1, 2023, 'CLC'
'SV000832','NS046', 'HP067', 1, 2023, 'CLC'
'SV000165','NS046', 'HP067', 1, 2023, 'CLC'
'SV000306','NS046', 'HP067', 1, 2023, 'CLC'
'SV005263','NS046', 'HP067', 1, 2023, 'CLC'
'SV006889','NS046', 'HP067', 1, 2023, 'CLC'
'SV007558','NS046', 'HP067', 1, 2023, 'CLC'
'SV006939','NS047', 'HP006', 3, 2022, 'CLC'
'SV006136','NS047', 'HP006', 3, 2022, 'CLC'
'SV004040','NS047', 'HP006', 3, 2022, 'CLC'
'SV003886','NS047', 'HP006', 3, 2022, 'CLC'
'SV001969','NS047', 'HP006', 3, 2022, 'CLC'
'SV007327','NS047', 'HP006', 3, 2022, 'CLC'
'SV002243','NS047', 'HP006', 3, 2022, 'CLC'
'SV000158','NS047', 'HP006', 3, 2022, 'CLC'
'SV002215','NS047', 'HP006', 3, 2022, 'CLC'
'SV005707','NS047', 'HP006', 3, 2022, 'CLC'
'SV005816','NS047', 'HP006', 3, 2022, 'CLC'
'SV003428','NS047', 'HP006', 3, 2022, 'CLC'
'SV005301','NS047', 'HP006', 3, 2022, 'CLC'
'SV000719','NS047', 'HP006', 3, 2022, 'CLC'
'SV003945','NS047', 'HP006', 3, 2022, 'CLC'
'SV004757','NS047', 'HP006', 3, 2022, 'CLC'
'SV007584','NS047', 'HP006', 3, 2022, 'CLC'
'SV002217','NS047', 'HP006', 3, 2022, 'CLC'
'SV003520','NS047', 'HP006', 3, 2022, 'CLC'
'SV001366','NS047', 'HP006', 3, 2022, 'CLC'
'SV001142','NS047', 'HP006', 3, 2022, 'CLC'
'SV002122','NS047', 'HP006', 3, 2022, 'CLC'
'SV002325','NS047', 'HP006', 3, 2022, 'CLC'
'SV003776','NS047', 'HP006', 3, 2022, 'CLC'
'SV004277','NS047', 'HP006', 3, 2022, 'CLC'
'SV002183','NS047', 'HP006', 3, 2022, 'CLC'
'SV007806','NS047', 'HP006', 3, 2022, 'CLC'
'SV004425','NS047', 'HP006', 3, 2022, 'CLC'
'SV007109','NS047', 'HP006', 3, 2022, 'CLC'
'SV000581','NS047', 'HP006', 3, 2022, 'CLC'
'SV000584','NS038', 'HP041', 1, 2024, 'CTTT'
'SV007015','NS038', 'HP041', 1, 2024, 'CTTT'
'SV003936','NS038', 'HP041', 1, 2024, 'CTTT'
'SV005941','NS038', 'HP041', 1, 2024, 'CTTT'
'SV003889','NS038', 'HP041', 1, 2024, 'CTTT'
'SV002421','NS038', 'HP041', 1, 2024, 'CTTT'
'SV000101','NS038', 'HP041', 1, 2024, 'CTTT'
'SV004547','NS038', 'HP041', 1, 2024, 'CTTT'
'SV007060','NS038', 'HP041', 1, 2024, 'CTTT'
'SV003952','NS038', 'HP041', 1, 2024, 'CTTT'
'SV000317','NS038', 'HP041', 1, 2024, 'CTTT'
'SV000255','NS038', 'HP041', 1, 2024, 'CTTT'
'SV006120','NS038', 'HP041', 1, 2024, 'CTTT'
'SV005167','NS038', 'HP041', 1, 2024, 'CTTT'
'SV007688','NS038', 'HP041', 1, 2024, 'CTTT'
'SV007506','NS038', 'HP041', 1, 2024, 'CTTT'
'SV004725','NS038', 'HP041', 1, 2024, 'CTTT'
'SV007612','NS038', 'HP041', 1, 2024, 'CTTT'
'SV002641','NS038', 'HP041', 1, 2024, 'CTTT'
'SV007366','NS038', 'HP041', 1, 2024, 'CTTT'
'SV007765','NS038', 'HP041', 1, 2024, 'CTTT'
'SV007507','NS038', 'HP041', 1, 2024, 'CTTT'
'SV004476','NS038', 'HP041', 1, 2024, 'CTTT'
'SV005921','NS038', 'HP041', 1, 2024, 'CTTT'
'SV006401','NS038', 'HP041', 1, 2024, 'CTTT'
'SV000401','NS038', 'HP041', 1, 2024, 'CTTT'
'SV007997','NS038', 'HP041', 1, 2024, 'CTTT'
'SV002076','NS038', 'HP041', 1, 2024, 'CTTT'
'SV007107','NS038', 'HP041', 1, 2024, 'CTTT'
'SV007937','NS038', 'HP041', 1, 2024, 'CTTT'
'SV001452','NS039', 'HP056', 3, 2022, 'CLC'
'SV004246','NS039', 'HP056', 3, 2022, 'CLC'
'SV005536','NS039', 'HP056', 3, 2022, 'CLC'
'SV001378','NS039', 'HP056', 3, 2022, 'CLC'
'SV002151','NS039', 'HP056', 3, 2022, 'CLC'
'SV007921','NS039', 'HP056', 3, 2022, 'CLC'
'SV006746','NS039', 'HP056', 3, 2022, 'CLC'
'SV004458','NS039', 'HP056', 3, 2022, 'CLC'
'SV000874','NS039', 'HP056', 3, 2022, 'CLC'
'SV002188','NS039', 'HP056', 3, 2022, 'CLC'
'SV007125','NS039', 'HP056', 3, 2022, 'CLC'
'SV005548','NS039', 'HP056', 3, 2022, 'CLC'
'SV006947','NS039', 'HP056', 3, 2022, 'CLC'
'SV004918','NS039', 'HP056', 3, 2022, 'CLC'
'SV003316','NS039', 'HP056', 3, 2022, 'CLC'
'SV005648','NS039', 'HP056', 3, 2022, 'CLC'
'SV002990','NS039', 'HP056', 3, 2022, 'CLC'
'SV000091','NS039', 'HP056', 3, 2022, 'CLC'
'SV000263','NS039', 'HP056', 3, 2022, 'CLC'
'SV005544','NS039', 'HP056', 3, 2022, 'CLC'
'SV005823','NS039', 'HP056', 3, 2022, 'CLC'
'SV001445','NS039', 'HP056', 3, 2022, 'CLC'
'SV006406','NS039', 'HP056', 3, 2022, 'CLC'
'SV007331','NS039', 'HP056', 3, 2022, 'CLC'
'SV005669','NS039', 'HP056', 3, 2022, 'CLC'
'SV004601','NS039', 'HP056', 3, 2022, 'CLC'
'SV006673','NS039', 'HP056', 3, 2022, 'CLC'
'SV006190','NS039', 'HP056', 3, 2022, 'CLC'
'SV001191','NS039', 'HP056', 3, 2022, 'CLC'
'SV001710','NS039', 'HP056', 3, 2022, 'CLC'
'SV004345','NS040', 'HP048', 1, 2024, 'CTTT'
'SV000069','NS040', 'HP048', 1, 2024, 'CTTT'
'SV001873','NS040', 'HP048', 1, 2024, 'CTTT'
'SV004977','NS040', 'HP048', 1, 2024, 'CTTT'
'SV007377','NS040', 'HP048', 1, 2024, 'CTTT'
'SV004899','NS040', 'HP048', 1, 2024, 'CTTT'
'SV002903','NS040', 'HP048', 1, 2024, 'CTTT'
'SV000637','NS040', 'HP048', 1, 2024, 'CTTT'
'SV004413','NS040', 'HP048', 1, 2024, 'CTTT'
'SV002488','NS040', 'HP048', 1, 2024, 'CTTT'
'SV001411','NS040', 'HP048', 1, 2024, 'CTTT'
'SV003284','NS040', 'HP048', 1, 2024, 'CTTT'
'SV000523','NS040', 'HP048', 1, 2024, 'CTTT'
'SV000166','NS040', 'HP048', 1, 2024, 'CTTT'
'SV000770','NS040', 'HP048', 1, 2024, 'CTTT'
'SV003061','NS040', 'HP048', 1, 2024, 'CTTT'
'SV002481','NS040', 'HP048', 1, 2024, 'CTTT'
'SV007120','NS040', 'HP048', 1, 2024, 'CTTT'
'SV001931','NS040', 'HP048', 1, 2024, 'CTTT'
'SV006792','NS040', 'HP048', 1, 2024, 'CTTT'
'SV003040','NS040', 'HP048', 1, 2024, 'CTTT'
'SV006484','NS040', 'HP048', 1, 2024, 'CTTT'
'SV006017','NS040', 'HP048', 1, 2024, 'CTTT'
'SV003821','NS040', 'HP048', 1, 2024, 'CTTT'
'SV003180','NS040', 'HP048', 1, 2024, 'CTTT'
'SV000888','NS040', 'HP048', 1, 2024, 'CTTT'
'SV002983','NS040', 'HP048', 1, 2024, 'CTTT'
'SV003951','NS040', 'HP048', 1, 2024, 'CTTT'
'SV003949','NS040', 'HP048', 1, 2024, 'CTTT'
'SV004704','NS040', 'HP048', 1, 2024, 'CTTT'
'SV001048','NS041', 'HP074', 3, 2024, 'CLC'
'SV002380','NS041', 'HP074', 3, 2024, 'CLC'
'SV007552','NS041', 'HP074', 3, 2024, 'CLC'
'SV005582','NS041', 'HP074', 3, 2024, 'CLC'
'SV004725','NS041', 'HP074', 3, 2024, 'CLC'
'SV006577','NS041', 'HP074', 3, 2024, 'CLC'
'SV002581','NS041', 'HP074', 3, 2024, 'CLC'
'SV006508','NS041', 'HP074', 3, 2024, 'CLC'
'SV000773','NS041', 'HP074', 3, 2024, 'CLC'
'SV003920','NS041', 'HP074', 3, 2024, 'CLC'
'SV000092','NS041', 'HP074', 3, 2024, 'CLC'
'SV002130','NS041', 'HP074', 3, 2024, 'CLC'
'SV004854','NS041', 'HP074', 3, 2024, 'CLC'
'SV001489','NS041', 'HP074', 3, 2024, 'CLC'
'SV000691','NS041', 'HP074', 3, 2024, 'CLC'
'SV007774','NS041', 'HP074', 3, 2024, 'CLC'
'SV004633','NS041', 'HP074', 3, 2024, 'CLC'
'SV007795','NS041', 'HP074', 3, 2024, 'CLC'
'SV002818','NS041', 'HP074', 3, 2024, 'CLC'
'SV003091','NS041', 'HP074', 3, 2024, 'CLC'
'SV006502','NS041', 'HP074', 3, 2024, 'CLC'
'SV000672','NS041', 'HP074', 3, 2024, 'CLC'
'SV002296','NS041', 'HP074', 3, 2024, 'CLC'
'SV006975','NS041', 'HP074', 3, 2024, 'CLC'
'SV006804','NS041', 'HP074', 3, 2024, 'CLC'
'SV007767','NS041', 'HP074', 3, 2024, 'CLC'
'SV003073','NS041', 'HP074', 3, 2024, 'CLC'
'SV003945','NS041', 'HP074', 3, 2024, 'CLC'
'SV007667','NS041', 'HP074', 3, 2024, 'CLC'
'SV003252','NS041', 'HP074', 3, 2024, 'CLC'
'SV001726','NS042', 'HP065', 2, 2022, 'CLC'
'SV004781','NS042', 'HP065', 2, 2022, 'CLC'
'SV004080','NS042', 'HP065', 2, 2022, 'CLC'
'SV000944','NS042', 'HP065', 2, 2022, 'CLC'
'SV000510','NS042', 'HP065', 2, 2022, 'CLC'
'SV000329','NS042', 'HP065', 2, 2022, 'CLC'
'SV004724','NS042', 'HP065', 2, 2022, 'CLC'
'SV003791','NS042', 'HP065', 2, 2022, 'CLC'
'SV005584','NS042', 'HP065', 2, 2022, 'CLC'
'SV005351','NS042', 'HP065', 2, 2022, 'CLC'
'SV001798','NS042', 'HP065', 2, 2022, 'CLC'
'SV003943','NS042', 'HP065', 2, 2022, 'CLC'
'SV005712','NS042', 'HP065', 2, 2022, 'CLC'
'SV007646','NS042', 'HP065', 2, 2022, 'CLC'
'SV002312','NS042', 'HP065', 2, 2022, 'CLC'
'SV007072','NS042', 'HP065', 2, 2022, 'CLC'
'SV001191','NS042', 'HP065', 2, 2022, 'CLC'
'SV007605','NS042', 'HP065', 2, 2022, 'CLC'
'SV006598','NS042', 'HP065', 2, 2022, 'CLC'
'SV005064','NS042', 'HP065', 2, 2022, 'CLC'
'SV000334','NS042', 'HP065', 2, 2022, 'CLC'
'SV007657','NS042', 'HP065', 2, 2022, 'CLC'
'SV000627','NS042', 'HP065', 2, 2022, 'CLC'
'SV000421','NS042', 'HP065', 2, 2022, 'CLC'
'SV001120','NS042', 'HP065', 2, 2022, 'CLC'
'SV001323','NS042', 'HP065', 2, 2022, 'CLC'
'SV003971','NS042', 'HP065', 2, 2022, 'CLC'
'SV004439','NS042', 'HP065', 2, 2022, 'CLC'
'SV006259','NS042', 'HP065', 2, 2022, 'CLC'
'SV003602','NS042', 'HP065', 2, 2022, 'CLC'
'SV003296','NS043', 'HP042', 2, 2024, 'CQ'
'SV001059','NS043', 'HP042', 2, 2024, 'CQ'
'SV002150','NS043', 'HP042', 2, 2024, 'CQ'
'SV000158','NS043', 'HP042', 2, 2024, 'CQ'
'SV006774','NS043', 'HP042', 2, 2024, 'CQ'
'SV000853','NS043', 'HP042', 2, 2024, 'CQ'
'SV004795','NS043', 'HP042', 2, 2024, 'CQ'
'SV003512','NS043', 'HP042', 2, 2024, 'CQ'
'SV004480','NS043', 'HP042', 2, 2024, 'CQ'
'SV000829','NS043', 'HP042', 2, 2024, 'CQ'
'SV003186','NS043', 'HP042', 2, 2024, 'CQ'
'SV007681','NS043', 'HP042', 2, 2024, 'CQ'
'SV003372','NS043', 'HP042', 2, 2024, 'CQ'
'SV006400','NS043', 'HP042', 2, 2024, 'CQ'
'SV003212','NS043', 'HP042', 2, 2024, 'CQ'
'SV002835','NS043', 'HP042', 2, 2024, 'CQ'
'SV005935','NS043', 'HP042', 2, 2024, 'CQ'
'SV000964','NS043', 'HP042', 2, 2024, 'CQ'
'SV000191','NS043', 'HP042', 2, 2024, 'CQ'
'SV001827','NS043', 'HP042', 2, 2024, 'CQ'
'SV005945','NS043', 'HP042', 2, 2024, 'CQ'
'SV006402','NS043', 'HP042', 2, 2024, 'CQ'
'SV003855','NS043', 'HP042', 2, 2024, 'CQ'
'SV004735','NS043', 'HP042', 2, 2024, 'CQ'
'SV003397','NS043', 'HP042', 2, 2024, 'CQ'
'SV003047','NS043', 'HP042', 2, 2024, 'CQ'
'SV002944','NS043', 'HP042', 2, 2024, 'CQ'
'SV004215','NS043', 'HP042', 2, 2024, 'CQ'
'SV005969','NS043', 'HP042', 2, 2024, 'CQ'
'SV000008','NS043', 'HP042', 2, 2024, 'CQ'
'SV000213','NS044', 'HP058', 2, 2024, 'VP'
'SV006377','NS044', 'HP058', 2, 2024, 'VP'
'SV003074','NS044', 'HP058', 2, 2024, 'VP'
'SV005714','NS044', 'HP058', 2, 2024, 'VP'
'SV003771','NS044', 'HP058', 2, 2024, 'VP'
'SV006699','NS044', 'HP058', 2, 2024, 'VP'
'SV001537','NS044', 'HP058', 2, 2024, 'VP'
'SV002766','NS044', 'HP058', 2, 2024, 'VP'
'SV000447','NS044', 'HP058', 2, 2024, 'VP'
'SV001166','NS044', 'HP058', 2, 2024, 'VP'
'SV003951','NS044', 'HP058', 2, 2024, 'VP'
'SV005189','NS044', 'HP058', 2, 2024, 'VP'
'SV004931','NS044', 'HP058', 2, 2024, 'VP'
'SV003805','NS044', 'HP058', 2, 2024, 'VP'
'SV007240','NS044', 'HP058', 2, 2024, 'VP'
'SV000647','NS044', 'HP058', 2, 2024, 'VP'
'SV003808','NS044', 'HP058', 2, 2024, 'VP'
